year,brand,model_name,price,distance_travelled(kms),fuel_type,city,brand_rank,car_age
2012,8,167,349000.0,84000.0,1,10,14,9.0
2017,20,37,775000.0,39535.0,1,14,32,4.0
2015,28,62,499000.0,39792.0,3,14,1,6.0
2016,28,43,1095000.0,31552.0,3,14,1,5.0
2015,8,144,725000.0,37399.0,3,14,14,6.0
2012,28,87,765000.0,158359.0,1,14,1,9.0
2016,20,25,699000.0,22272.0,3,14,32,5.0
2017,18,160,1545000.0,39700.0,1,14,24,4.0
2017,8,45,1195000.0,30958.0,3,14,14,4.0
2018,7,146,894999.9999999999,32202.0,1,14,7,3.0
2018,14,48,4190000.0,65000.0,1,9,18,3.0
2018,21,30,3000000.0,10000.0,1,9,2,3.0
2020,29,108,1025000.0,2608.0,3,9,3,1.0
2021,26,130,3495000.0000000005,7500.0,3,9,27,0.0
2018,21,30,2795000.0,34000.0,1,9,2,3.0
2016,18,160,1325000.0,41000.0,1,9,24,5.0
2007,7,32,290000.0,195000.0,3,9,7,14.0
2017,8,45,1100000.0,43100.0,3,9,14,4.0
2018,21,30,2650000.0,17300.0,3,9,2,3.0
2012,7,14,450000.0,61700.0,3,9,7,9.0
2016,20,131,650000.0,68003.0,1,9,32,5.0
2016,21,29,2200000.0,85000.0,1,9,2,5.0
2009,8,144,197000.0,98000.0,1,9,14,12.0
2014,1,148,1275000.0,45000.0,1,9,4,7.0
2015,29,141,615000.0,33000.0,3,9,3,6.0
2018,7,24,1045000.0,4000.0,3,9,7,3.0
2012,28,62,325000.0,54215.0,4,9,1,9.0
2018,7,38,1051000.0,47000.0,3,9,7,3.0
2018,20,145,975000.0,19000.0,1,9,32,3.0
2015,8,167,695000.0,30000.0,1,9,14,6.0
2012,18,125,567000.0,88000.0,1,9,24,9.0
2018,1,151,5675000.0,21000.0,1,9,4,3.0
2018,14,63,4500000.0,40000.0,1,9,18,3.0
2010,20,61,145000.0,78500.0,3,9,32,11.0
2019,27,135,475000.0,11733.0,3,4,40,2.0
2013,8,144,450000.0,41931.0,3,4,14,8.0
2018,21,51,5175000.0,14880.0,1,4,2,3.0
2014,7,28,300000.0,41606.0,3,11,7,7.0
2018,11,40,1650000.0,16000.0,3,6,19,3.0
2012,10,156,2050000.0,27300.0,1,12,40,9.0
2017,1,148,2700000.0,18500.0,1,4,4,4.0
2014,26,115,445000.0,32000.0,3,4,27,7.0
2013,20,61,215000.0,56567.0,3,4,32,8.0
2014,8,81,365000.0,51000.0,3,4,14,7.0
2015,28,87,925000.0,790000.0,1,4,1,6.0
2009,8,124,150000.0,43000.0,3,4,14,12.0
2009,7,38,260000.0,83000.0,3,4,7,12.0
2011,18,125,465000.00000000006,720000.0,1,4,24,10.0
2015,17,42,1700000.0,45000.0,3,4,39,6.0
2017,18,160,1200000.0,28000.0,1,4,24,4.0
2017,8,45,975000.0,55000.0,3,4,14,4.0
2017,20,145,825000.0,39000.0,1,4,32,4.0
2016,1,0,2500000.0,20000.0,1,4,4,5.0
2008,7,32,390000.0,97000.0,3,4,7,13.0
2019,1,4,5500000.0,18000.0,3,4,4,2.0
2015,4,78,260000.0,54000.0,3,11,50,6.0
2012,29,107,590000.0,88000.0,1,4,3,9.0
2014,1,0,1390000.0,66000.0,1,4,4,7.0
2010,7,88,265000.0,57000.0,3,4,7,11.0
2007,20,147,62500.0,75000.0,3,4,32,14.0
2018,21,29,3500000.0,13000.0,1,4,2,3.0
2017,18,160,1175000.0,59700.0,1,4,24,4.0
2015,29,108,565000.0,57000.0,3,4,3,6.0
2014,8,81,385000.0,34000.0,3,4,14,7.0
2014,7,28,450000.0,68000.0,3,4,7,7.0
2020,8,45,1875000.0,8000.0,3,4,14,1.0
2018,18,91,545000.0,32000.0,1,4,24,3.0
2012,29,90,615000.0,59000.0,1,4,3,9.0
2012,27,102,65000.0,18000.0,3,6,40,9.0
2017,18,160,1050000.0,68000.0,1,4,24,4.0
2016,20,37,599000.0,53357.0,1,6,32,5.0
2016,8,81,425000.0,64000.0,1,4,14,5.0
2017,28,69,2990000.0,38000.0,1,4,1,4.0
2012,21,51,1260000.0,54000.0,3,4,2,9.0
2016,26,130,1650000.0,51000.0,3,4,27,5.0
2018,7,38,1025000.0,31000.0,3,4,7,3.0
2012,7,28,299000.0,85000.0,3,11,7,9.0
2021,27,123,2190000.0,5500.0,1,4,40,0.0
2015,6,53,495000.0,69000.0,3,11,8,6.0
2018,7,38,890000.0,17000.0,3,4,7,3.0
2013,20,131,350000.0,72000.0,1,4,32,8.0
2017,20,25,525000.0,60000.0,3,4,32,4.0
2019,7,38,1200000.0,30500.0,3,4,7,2.0
2020,25,92,445000.0,11000.0,3,11,15,1.0
2017,21,51,2700000.0,41000.0,1,4,2,4.0
2017,6,53,575000.0,60956.0,3,4,8,4.0
2018,8,56,655000.0,30834.0,3,4,14,3.0
2017,7,88,575000.0,28000.0,3,4,7,4.0
2018,20,145,790000.0,39000.0,1,4,32,3.0
2014,20,36,345000.0,65000.0,3,4,32,7.0
2015,8,45,835000.0,69000.0,1,4,14,6.0
2015,1,5,3700000.0,66000.0,1,3,4,6.0
2015,1,5,3700000.0,48000.0,1,3,4,6.0
2013,1,5,2900000.0,59000.0,1,3,4,8.0
2018,1,148,2500000.0,33500.0,1,3,4,3.0
2016,1,164,4850000.0,26700.0,3,3,4,5.0
2017,10,64,3700000.0,45700.0,1,3,40,4.0
2018,10,155,3500000.0,23500.0,1,3,40,3.0
2012,13,79,12500000.0,14500.0,3,3,45,9.0
2020,17,44,3850000.0,6517.0,3,3,39,1.0
2014,21,29,2700000.0,22000.0,3,3,2,7.0
2017,21,29,2900000.0,44000.0,1,3,2,4.0
2018,0,11,3750000.0,22000.0,1,3,10,3.0
2013,0,112,1675000.0,50000.0,1,4,10,8.0
2020,16,83,1950000.0,4500.0,3,4,81,1.0
2018,20,145,769000.0,47201.0,1,4,32,3.0
2017,20,145,825000.0,18500.0,1,4,32,4.0
2017,25,92,345000.0,17453.0,3,4,15,4.0
2015,0,110,1650000.0,67000.0,1,4,10,6.0
2019,8,45,975000.0,18854.0,3,4,14,2.0
2017,27,135,395000.0,32445.0,3,4,40,4.0
2012,20,131,245000.00000000003,66000.0,1,6,32,9.0
2020,8,45,1689999.9999999998,14320.0,3,4,14,1.0
2017,20,145,825000.0,18500.0,1,4,32,4.0
2020,20,145,860000.0,12240.0,3,6,32,1.0
2011,20,131,260000.0,55000.0,4,4,32,10.0
2015,0,110,1650000.0,67000.0,1,4,10,6.0
2014,25,49,445000.0,71000.0,1,11,15,7.0
2017,25,92,345000.0,17453.0,3,4,15,4.0
2020,20,147,565000.0,7823.0,3,4,32,1.0
2020,20,37,1085000.0,8000.0,1,4,32,1.0
2014,7,28,300000.0,41606.0,3,11,7,7.0
2013,0,112,1675000.0,50000.0,1,4,10,8.0
2019,8,45,975000.0,18854.0,3,4,14,2.0
2012,20,131,245000.00000000003,66000.0,1,6,32,9.0
2020,8,45,1689999.9999999998,14320.0,3,4,14,1.0
2014,8,81,365000.0,40000.0,3,11,14,7.0
2015,0,11,1975000.0,75000.0,1,4,10,6.0
2019,8,45,1475000.0,10000.0,3,4,14,2.0
2017,0,112,5900000.0,31000.0,1,4,10,4.0
2019,0,110,3100000.0,14000.0,1,4,10,2.0
2018,1,148,2750000.0,21000.0,1,4,4,3.0
2017,6,100,7200000.0,17000.0,3,4,8,4.0
2015,21,121,3750000.0,32000.0,3,4,2,6.0
2018,1,5,6950000.0,31000.0,1,4,4,3.0
2019,10,155,3300000.0,27000.0,1,4,40,2.0
2019,1,3,5500000.0,9800.0,1,4,4,2.0
2018,1,5,6950000.0,31000.0,1,4,4,3.0
2019,10,155,3300000.0,27000.0,1,4,40,2.0
2019,1,3,5500000.0,9800.0,1,4,4,2.0
2012,26,115,380000.0,30000.0,3,4,27,9.0
2016,21,117,6800000.0,30000.0,3,4,2,5.0
2020,1,152,11500000.0,12000.0,1,4,4,1.0
2019,29,141,1050000.0,38000.0,3,4,3,2.0
2018,24,6,8600000.0,4000.0,3,5,5,3.0
2018,28,87,2050000.0,80000.0,1,4,1,3.0
2012,0,111,1625000.0,14500.0,1,4,10,9.0
2015,14,63,2850000.0,41000.0,1,4,18,6.0
2016,21,30,1851000.0,43000.0,3,4,2,5.0
2018,1,0,3750000.0,18000.0,3,4,4,3.0
2012,27,20,425000.0,2700.0,1,4,40,9.0
2019,21,30,2800000.0,23000.0,1,4,2,2.0
2019,10,64,5100000.0,13000.0,1,4,40,2.0
2020,1,5,12100000.0,12000.0,3,4,4,1.0
2020,11,40,2400000.0,17000.0,1,4,19,1.0
2019,6,57,3000000.0,40000.0,1,4,8,2.0
2018,1,148,2900000.0,32000.0,1,4,4,3.0
2015,0,11,1975000.0,75000.0,1,4,10,6.0
2019,8,45,1475000.0,10000.0,3,4,14,2.0
2018,7,88,695000.0,32000.0,3,0,7,3.0
2014,0,11,1465000.0,75000.0,1,4,10,7.0
2017,18,160,1275000.0,70000.0,1,4,24,4.0
2012,21,51,1260000.0,54000.0,3,4,2,9.0
2018,14,1,14700000.0,25000.0,1,4,18,3.0
2018,28,93,14500000.0,90000.0,1,4,1,3.0
2020,21,75,5800000.0,12000.0,1,4,2,1.0
2019,6,100,7100000.0,7000.0,3,4,8,2.0
2019,15,101,5200000.0,30000.0,3,4,16,2.0
2019,0,112,7300000.0,9000.0,1,4,10,2.0
2021,18,134,1811000.0,490.0,3,4,24,0.0
2017,15,52,3790000.0,16000.0,3,4,16,4.0
2015,0,11,2150000.0,14000.0,1,4,10,6.0
2008,1,3,485000.0,64000.0,3,4,4,13.0
2020,21,77,8400000.0,14800.0,1,4,2,1.0
2014,20,60,550000.0,98500.0,1,8,32,7.0
2018,21,74,2850000.0,55000.0,1,8,2,3.0
2019,20,50,875000.0,15500.0,1,8,32,2.0
2014,8,144,550000.0,115000.0,1,8,14,7.0
2013,0,111,1600000.0,74000.0,1,3,10,8.0
2014,0,112,2800000.0,54500.0,1,3,10,7.0
2015,1,3,2350000.0,77000.0,1,3,4,6.0
2013,0,10,1450000.0,63700.0,1,3,10,8.0
2013,0,11,1650000.0,64000.0,1,3,10,8.0
2018,0,110,2800000.0,43000.0,1,3,10,3.0
2019,28,69,2675000.0,85000.0,1,8,1,2.0
2019,6,53,950000.0,6372.0,3,4,8,2.0
2011,28,43,365000.0,35000.0,3,4,1,10.0
2019,29,19,495000.0,38000.0,3,11,3,2.0
2015,20,131,449000.0,67800.0,3,4,32,6.0
2017,20,145,745000.0,67000.0,1,11,32,4.0
2017,28,87,1571000.0,73009.0,3,4,1,4.0
2017,1,148,2575000.0,60000.0,1,4,4,4.0
2019,14,128,12300000.0,17000.0,1,4,18,2.0
2018,28,69,3075000.0,25000.0,3,4,1,3.0
2018,1,3,3950000.0,55000.0,1,4,4,3.0
2016,7,38,800000.0,38000.0,3,4,7,5.0
2019,0,9,2550000.0,15000.0,3,4,10,2.0
2012,0,112,1650000.0,65000.0,1,4,10,9.0
2015,20,25,465000.00000000006,58000.0,3,11,32,6.0
2019,28,87,2325000.0,38000.0,1,4,1,2.0
2019,27,82,1625000.0,12000.0,1,4,40,2.0
2018,20,37,894999.9999999999,27000.0,3,4,32,3.0
2017,21,30,4300000.0,17000.0,3,3,2,4.0
2016,30,140,1750000.0,78000.0,1,3,9,5.0
2018,21,51,4700000.0,38200.0,1,3,2,3.0
2020,14,63,5900000.0,9000.0,1,3,18,1.0
2018,21,75,4500000.0,43000.0,1,3,2,3.0
2019,21,117,11000000.0,7111.0,1,3,2,2.0
2015,21,74,2050000.0,18000.0,3,3,2,6.0
2018,21,75,4500000.0,43000.0,1,3,2,3.0
2018,21,51,4700000.0,38200.0,1,3,2,3.0
2014,21,7,1275000.0,56000.0,1,4,2,7.0
2017,21,30,2575000.0,22500.0,1,4,2,4.0
2010,22,105,550000.0,75000.0,3,4,46,11.0
2018,1,3,4200000.0,24000.0,1,4,4,3.0
2014,0,112,2390000.0,57000.0,1,4,10,7.0
2020,21,75,5700000.0,9000.0,1,4,2,1.0
2019,28,87,2175000.0,15800.0,3,4,1,2.0
2019,7,38,1145000.0,21963.0,3,4,7,2.0
2013,8,81,370000.0,49350.0,3,4,14,8.0
2019,18,125,1675000.0,53500.0,1,8,24,2.0
2018,11,40,1650000.0,16000.0,3,6,19,3.0
2012,7,28,235000.0,65000.0,3,11,7,9.0
2019,16,83,1639999.9999999998,24000.0,3,4,81,2.0
2019,20,25,635000.0,13000.0,3,4,32,2.0
2010,20,147,125000.0,71000.0,3,4,32,11.0
2017,1,151,4700000.0,47000.0,3,4,4,4.0
2018,20,37,910000.0,34000.0,3,4,32,3.0
2017,7,146,720000.0,73000.0,1,4,7,4.0
2018,20,25,635000.0,70000.0,1,4,32,3.0
2021,18,134,1850000.0,4000.0,3,4,24,0.0
2010,7,38,310000.0,58000.0,3,4,7,11.0
2016,20,131,460000.0,29000.0,3,4,32,5.0
2019,10,155,3390000.0,18000.0,3,4,40,2.0
2018,21,51,5175000.0,14880.0,1,4,2,3.0
2019,20,36,535000.0,45000.0,0,4,32,2.0
2012,20,131,320000.0,80000.0,3,4,32,9.0
2020,21,30,3000000.0,4000.0,1,4,2,1.0
2009,20,147,135000.0,75000.0,3,4,32,12.0
2019,20,25,635000.0,13000.0,3,4,32,2.0
2018,20,37,910000.0,34000.0,3,4,32,3.0
2017,6,57,2750000.0,50000.0,1,4,8,4.0
2020,12,126,1850000.0,5800.0,3,4,20,1.0
2017,1,151,4700000.0,47000.0,3,4,4,4.0
2016,6,100,7300000.0,23000.0,3,4,8,5.0
2014,7,28,325000.0,52000.0,3,4,7,7.0
2017,7,146,720000.0,73000.0,1,4,7,4.0
2018,20,25,635000.0,70000.0,1,4,32,3.0
2014,8,81,395000.0,23000.0,3,4,14,7.0
2017,1,148,2350000.0,48000.0,1,4,4,4.0
2020,21,51,5600000.0,8000.0,1,4,2,1.0
2020,16,83,1825000.0,45000.0,3,4,81,1.0
2011,8,166,225000.0,71000.0,4,4,14,10.0
2016,25,49,545000.0,50000.0,1,4,15,5.0
2010,7,38,310000.0,58000.0,3,4,7,11.0
2016,20,131,460000.0,29000.0,3,4,32,5.0
2012,8,166,245000.00000000003,52000.0,3,4,14,9.0
2017,6,57,2950000.0,31000.0,1,4,8,4.0
2019,20,25,635000.0,13000.0,3,4,32,2.0
2017,6,57,2750000.0,50000.0,1,4,8,4.0
2020,12,126,1850000.0,5800.0,3,4,20,1.0
2017,1,151,4700000.0,47000.0,3,4,4,4.0
2016,6,100,7300000.0,23000.0,3,4,8,5.0
2012,8,166,245000.00000000003,52000.0,3,4,14,9.0
2010,7,38,310000.0,58000.0,3,4,7,11.0
2016,20,131,460000.0,29000.0,3,4,32,5.0
2015,8,56,550000.0,55000.0,1,4,14,6.0
2018,0,110,2750000.0,37000.0,1,6,10,3.0
2014,3,26,195000.0,39000.0,1,4,12,7.0
2015,7,18,390000.0,61000.0,3,6,7,6.0
2014,29,108,385000.0,85000.0,1,4,3,7.0
2019,26,104,1999000.0,51000.0,1,4,27,2.0
2015,21,97,2900000.0,47000.0,1,4,2,6.0
2015,29,108,550000.0,67000.0,3,4,3,6.0
2018,18,160,1075000.0,23000.0,1,4,24,3.0
2016,7,18,435000.0,52000.0,3,4,7,5.0
2012,7,38,425000.0,80000.0,3,4,7,9.0
2010,20,122,225000.0,72000.0,3,6,32,11.0
2013,21,73,2650000.0,68000.0,1,5,2,8.0
2019,18,159,925000.0,25000.0,1,4,24,2.0
2015,25,95,650000.0,65349.0,1,1,15,6.0
2018,8,45,1395000.0,55627.0,1,1,14,3.0
2007,7,38,325000.0,76890.0,3,1,7,14.0
2010,26,130,675000.0,61000.0,3,1,27,11.0
2017,20,25,735000.0,33905.0,3,1,32,4.0
2019,1,151,6600000.0,26000.0,1,1,4,2.0
2014,18,160,915000.0,52255.0,1,1,24,7.0
2010,8,166,280000.0,72799.0,3,1,14,11.0
2017,8,81,585000.0,27805.0,3,1,14,4.0
2017,20,25,735000.0,33984.0,3,1,32,4.0
2017,8,81,599000.0,35876.0,3,1,14,4.0
2018,8,45,1450000.0,26966.0,3,1,14,3.0
2016,20,131,695000.0,47057.0,3,1,32,5.0
2018,18,160,1425000.0,53636.0,1,1,24,3.0
2013,7,32,1399000.0,94055.0,3,1,7,8.0
2019,20,131,745000.0,18680.0,3,1,32,2.0
2018,18,160,1425000.0,53636.0,1,1,24,3.0
2018,20,131,680000.0,39792.0,3,1,32,3.0
2017,8,45,1145000.0,61307.0,3,1,14,4.0
2018,18,160,1795000.0,53769.0,1,1,24,3.0
2016,20,131,595000.0,51016.0,3,1,32,5.0
2018,20,145,935000.0,30356.0,1,1,32,3.0
2015,26,115,745000.0,60997.0,1,1,27,6.0
2013,7,32,1399000.0,94030.0,3,1,7,8.0
2017,8,45,1299000.0,60559.0,1,1,14,4.0
2017,8,45,1185000.0,68796.0,1,1,14,4.0
2017,29,141,945000.0,42876.0,1,1,3,4.0
2019,18,160,1785000.0000000002,28713.0,1,1,24,2.0
2017,8,81,599000.0,35855.0,3,1,14,4.0
2018,8,45,1345000.0,36986.0,3,1,14,3.0
2018,8,45,1295000.0,26605.0,3,1,14,3.0
2018,8,45,1345000.0,50192.0,3,1,14,3.0
2013,28,43,725000.0,44862.0,3,1,1,8.0
2017,8,45,1165000.0,74848.0,3,1,14,4.0
2018,20,37,949000.0,15133.0,3,1,32,3.0
2018,7,38,925000.0,40542.0,3,1,7,3.0
2017,20,25,735000.0,33905.0,3,1,32,4.0
2018,8,45,1395000.0,55627.0,1,1,14,3.0
2021,16,83,2150000.0,10860.0,1,1,81,0.0
2017,8,45,1345000.0,52165.0,1,1,14,4.0
2018,8,45,1395000.0,36412.0,3,1,14,3.0
2018,8,45,1395000.0,55692.0,1,1,14,3.0
2017,8,45,1145000.0,61252.0,3,1,14,4.0
2017,8,45,1175000.0,31663.0,3,1,14,4.0
2017,5,22,740000.0,15440.0,1,1,43,4.0
2020,18,134,1685000.0000000002,10035.0,1,1,24,1.0
2013,8,166,335000.0,45654.0,3,1,14,8.0
2017,25,92,410000.0,13839.0,3,1,15,4.0
2015,23,99,465000.00000000006,13123.0,3,1,11,6.0
2018,20,54,435000.0,41581.0,3,1,32,3.0
2013,8,59,290000.0,35421.0,3,1,14,8.0
2016,7,88,580000.0,44814.0,3,1,7,5.0
2016,8,68,699000.0,42811.0,3,1,14,5.0
2016,20,37,750000.0,45949.0,3,1,32,5.0
2015,20,15,375000.0,18760.0,3,1,32,6.0
2015,20,37,699000.0,74541.0,3,1,32,6.0
2016,8,68,699000.0,42811.0,3,1,14,5.0
2016,20,37,750000.0,45949.0,3,1,32,5.0
2015,20,15,375000.0,18760.0,3,1,32,6.0
2013,8,166,335000.0,45654.0,3,1,14,8.0
2017,25,92,410000.0,13839.0,3,1,15,4.0
2014,25,109,435000.0,63756.0,1,1,15,7.0
2016,29,46,685000.0,36321.0,1,1,3,5.0
2018,20,25,690000.0,70256.0,3,1,32,3.0
2015,20,36,470000.0,35153.0,3,1,32,6.0
2017,27,135,590000.0,8081.0,3,1,40,4.0
2015,20,37,699000.0,74541.0,3,1,32,6.0
2018,20,54,435000.0,41581.0,3,1,32,3.0
2014,20,36,400000.0,46160.0,3,1,32,7.0
2018,25,92,445000.0,22795.0,3,1,15,3.0
2017,20,36,485000.0,20894.0,3,1,32,4.0
2014,8,56,599000.0,75447.0,3,1,14,7.0
2019,20,15,440000.00000000006,16067.0,3,1,32,2.0
2016,20,131,560000.0,59117.0,3,1,32,5.0
2015,23,99,465000.00000000006,13123.0,3,1,11,6.0
2018,8,81,585000.0,68838.0,3,1,14,3.0
2016,18,91,485000.0,62006.0,1,1,24,5.0
2018,20,25,690000.0,70256.0,3,1,32,3.0
2016,8,167,745000.0,24301.0,3,1,14,5.0
2017,29,108,610000.0,44482.0,3,1,3,4.0
2017,29,108,610000.0,44482.0,3,1,3,4.0
2018,28,162,869999.9999999999,14122.0,3,1,1,3.0
2015,8,56,569000.0,13065.0,3,1,14,6.0
2018,25,49,950000.0,22581.0,3,1,15,3.0
2015,25,92,340000.0,54806.0,3,1,15,6.0
2019,18,159,1290000.0,149313.0,1,1,24,2.0
2018,25,49,950000.0,22586.0,3,1,15,3.0
2020,25,138,745000.0,5681.0,3,1,15,1.0
2017,25,49,999000.0,57800.0,1,1,15,4.0
2017,25,49,999000.0,57800.0,1,1,15,4.0
2014,7,38,625000.0,55000.0,3,1,7,7.0
2014,7,38,625000.0,55000.0,3,1,7,7.0
2020,16,83,1890000.0,5697.0,3,1,81,1.0
2015,8,56,569000.0,13065.0,3,1,14,6.0
2014,7,38,625000.0,55000.0,3,1,7,7.0
2018,25,49,950000.0,22586.0,3,1,15,3.0
2014,28,43,1195000.0,37411.0,3,1,1,7.0
2016,8,166,425000.0,35406.0,3,1,14,5.0
2017,27,103,915000.0,66078.0,1,1,40,4.0
2017,27,136,545000.0,47265.0,3,1,40,4.0
2015,8,81,535000.0,58671.0,3,1,14,6.0
2017,27,103,915000.0,66078.0,1,1,40,4.0
2013,8,167,460000.0,39780.0,3,1,14,8.0
2016,8,56,550000.0,85871.0,3,1,14,5.0
2016,8,56,550000.0,85871.0,3,1,14,5.0
2014,28,43,1195000.0,37411.0,3,1,1,7.0
2016,8,166,425000.0,35406.0,3,1,14,5.0
2017,27,103,915000.0,66078.0,1,1,40,4.0
2016,18,132,745000.0,55946.0,1,1,24,5.0
2016,18,132,745000.0,55946.0,1,1,24,5.0
2015,29,141,725000.0,48987.0,3,1,3,6.0
2016,0,110,2575000.0,40786.0,1,1,10,5.0
2018,29,108,725000.0,31000.0,3,1,3,3.0
2012,7,28,355000.0,61409.0,3,1,7,9.0
2013,20,60,650000.0,45082.0,1,1,32,8.0
2012,1,149,1850000.0,103000.0,1,1,4,9.0
2015,6,53,625000.0,83378.0,1,1,8,6.0
2019,1,148,3785000.0,17800.0,1,1,4,2.0
2015,8,81,489000.0,63900.0,3,1,14,6.0
2018,8,81,625000.0,41850.0,3,1,14,3.0
2019,11,40,2750000.0,24743.0,1,1,19,2.0
2017,27,103,915000.0,66078.0,1,1,40,4.0
2014,8,81,485000.0,57362.0,3,1,14,7.0
2010,8,167,310000.0,64321.0,3,1,14,11.0
2010,8,167,310000.0,64321.0,3,1,14,11.0
2017,27,136,545000.0,47265.0,3,1,40,4.0
2013,8,167,460000.0,39780.0,3,1,14,8.0
2010,8,167,310000.0,64321.0,3,1,14,11.0
2017,27,136,545000.0,47265.0,3,1,40,4.0
2013,8,167,460000.0,39780.0,3,1,14,8.0
2018,20,131,745000.0,14510.0,3,1,32,3.0
2016,8,56,550000.0,85871.0,3,1,14,5.0
2017,0,110,2685000.0,59540.0,1,1,10,4.0
2015,25,95,675000.0,54174.0,1,1,15,6.0
2015,20,131,675000.0,69304.0,1,1,32,6.0
2009,7,38,395000.0,47957.0,3,1,7,12.0
2019,7,38,1125000.0,15593.0,3,1,7,2.0
2012,18,160,745000.0,79960.0,1,1,24,9.0
2015,0,111,3000000.0,85000.0,1,1,10,6.0
2017,8,167,700000.0,37640.0,3,1,14,4.0
2017,8,56,650000.0,40977.0,3,1,14,4.0
2018,21,29,3975000.0,18000.0,1,1,2,3.0
2016,20,131,625000.0,66000.0,1,1,32,5.0
2019,18,125,1500000.0,70000.0,1,1,24,2.0
2019,16,83,1795000.0,39000.0,3,1,81,2.0
2021,16,83,2100000.0,3000.0,2,1,81,0.0
2017,20,15,345000.0,42305.0,3,1,32,4.0
2016,8,167,745000.0,24301.0,3,1,14,5.0
2018,20,25,699000.0,37422.0,3,1,32,3.0
2015,20,15,325000.0,18760.0,3,1,32,6.0
2012,7,88,405000.0,52616.0,3,1,7,9.0
2016,20,37,750000.0,45949.0,3,1,32,5.0
2016,3,26,340000.0,63708.0,3,1,12,5.0
2013,8,166,335000.0,45654.0,3,1,14,8.0
2016,20,36,475000.0,54807.0,3,1,32,5.0
2014,23,99,475000.0,61604.0,3,1,11,7.0
2017,25,92,410000.0,13839.0,3,1,15,4.0
2019,12,126,1550000.0,21152.0,3,1,20,2.0
2010,8,166,265000.0,90818.0,3,1,14,11.0
2014,25,109,435000.0,63756.0,1,1,15,7.0
2016,20,37,750000.0,45949.0,3,1,32,5.0
2017,6,21,675000.0,41917.0,1,1,8,4.0
2016,29,46,685000.0,36321.0,1,1,3,5.0
2018,25,92,445000.0,22795.0,3,1,15,3.0
2015,20,36,470000.0,35153.0,3,1,32,6.0
2015,20,37,699000.0,74541.0,3,1,32,6.0
2016,8,81,575000.0,40198.0,3,1,14,5.0
2013,8,59,290000.0,35421.0,3,1,14,8.0
2016,7,88,580000.0,44814.0,3,1,7,5.0
2016,8,68,699000.0,42811.0,3,1,14,5.0
2016,20,25,699000.0,30264.0,1,1,32,5.0
2017,27,135,590000.0,8081.0,3,1,40,4.0
2017,20,25,785000.0,39640.0,3,1,32,4.0
2016,29,19,590000.0,18807.0,3,1,3,5.0
2016,8,161,585000.0,21992.0,3,1,14,5.0
2017,6,53,785000.0,53368.0,1,1,8,4.0
2018,8,56,660000.0,28131.0,3,1,14,3.0
2016,27,135,515000.00000000006,54863.0,3,1,40,5.0
2019,26,115,1290000.0,27952.0,1,1,27,2.0
2015,8,56,569000.0,13065.0,3,1,14,6.0
2015,25,92,340000.0,54806.0,3,1,15,6.0
2016,7,88,580000.0,44814.0,3,1,7,5.0
2018,7,38,925000.0,60596.0,3,1,7,3.0
2018,26,115,1195000.0,22800.0,3,1,27,3.0
2018,8,45,1285000.0,10100.0,3,1,14,3.0
2018,20,25,690000.0,70256.0,3,1,32,3.0
2018,20,54,435000.0,41581.0,3,1,32,3.0
2013,28,87,1115000.0,81844.0,1,1,1,8.0
2020,25,138,745000.0,5681.0,3,1,15,1.0
2018,8,124,575000.0,14800.0,3,1,14,3.0
2016,8,81,575000.0,40198.0,3,1,14,5.0
2015,20,37,699000.0,74541.0,3,1,32,6.0
2017,27,135,590000.0,8081.0,3,1,40,4.0
2014,8,56,599000.0,75447.0,3,1,14,7.0
2016,8,166,425000.0,35043.0,3,1,14,5.0
2017,20,37,835000.0,18325.0,3,1,32,4.0
2016,8,161,585000.0,38473.0,3,1,14,5.0
2016,27,135,515000.00000000006,54863.0,3,1,40,5.0
2018,7,18,695000.0,16950.0,3,1,7,3.0
2019,8,142,815000.0,29350.0,3,1,14,2.0
2019,8,142,815000.0,29350.0,3,1,14,2.0
2018,7,18,695000.0,16950.0,3,1,7,3.0
2018,20,145,860000.0,58790.0,1,1,32,3.0
2017,20,37,835000.0,18325.0,3,1,32,4.0
2018,20,54,435000.0,41581.0,3,1,32,3.0
2018,20,25,690000.0,70256.0,3,1,32,3.0
2019,26,115,1290000.0,27952.0,1,1,27,2.0
2018,0,9,2775000.0,43000.0,1,1,10,3.0
2018,7,88,800000.0,9131.0,3,1,7,3.0
2017,25,49,999000.0,57800.0,1,1,15,4.0
2015,25,92,340000.0,54806.0,3,1,15,6.0
2019,6,71,740000.0,2750.0,3,1,8,2.0
2017,8,144,925000.0,38000.0,3,1,14,4.0
2008,20,131,340000.0,60000.0,3,1,32,13.0
2016,8,144,725000.0,52000.0,3,1,14,5.0
2010,26,130,675000.0,61000.0,3,1,27,11.0
2005,28,87,550000.0,202000.0,1,1,1,16.0
2005,21,29,750000.0,87000.0,1,1,2,16.0
2019,10,155,4200000.0,14000.0,1,1,40,2.0
2014,21,51,2650000.0,48000.0,1,1,2,7.0
2008,28,87,690000.0,107000.0,1,1,1,13.0
2018,20,36,550000.0,16000.0,3,1,32,3.0
2016,21,76,4500000.0,70000.0,1,1,2,5.0
2012,14,2,4000000.0,160000.0,1,1,18,9.0
2019,21,75,4500000.0,78000.0,1,1,2,2.0
2018,10,156,4200000.0,20000.0,1,1,40,3.0
2016,20,147,450000.0,30000.0,3,1,32,5.0
